"year","month","country","region","latitude","longitude","multiple","success","attack","target","weapon","num_kill","damages","kidnap","inter","death","bombs","bnm"
1991,"Aug","Guatemala","Central America",14.624422,-90.53288,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","Guatemala","Central America",14.624422,-90.53288,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","Germany","Western Europe",52.023062,8.533072,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1991,"Aug","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","Germany","Western Europe",49.87242,8.650855,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1991,"Aug","Germany","Western Europe",50.084284,8.238717,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1991,"Aug","Corsica","Western Europe",42.697283,9.450881,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","France","Western Europe",43.492949,-1.474841,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Aug","El Salvador","Central America",14.169631,-89.102686,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","El Salvador","Central America",13.557072,-88.349433,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","Northern Ireland","Western Europe",54.298121,-6.521291,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Aug","France","Western Europe",43.481402,-1.514699,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Sep","El Salvador","Central America",13.97667,-89.7472,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Sep","El Salvador","Central America",13.498416,-89.52027,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Sep","El Salvador","Central America",13.592778,-89.8275,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Sep","El Salvador","Central America",13.69288,-89.199161,"no","yes","Armed Assault","Police","Firearms",1,"Minor","no","no","yes","no","no"
1991,"Sep","France","Western Europe",43.361106,-1.399376,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Sep","France","Western Europe",43.492949,-1.474841,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Sep","Guatemala","Central America",14.630728,-90.607637,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Sep","Spain","Western Europe",38.41235,-0.443241,"no","no","Bombing/Explosion","Military","Bombs",3,"Minor","no","yes","yes","yes","no"
1991,"Sep","Northern Ireland","Western Europe",54.907431,-6.667528,"no","yes","Bombing/Explosion","Police","Bombs",1,"Minor","no","no","yes","yes","no"
1991,"Oct","El Salvador","Central America",13.483333,-88.466667,"no","yes","Armed Assault","Business","Firearms",0,"Minor","no","no","no","no","no"
1991,"Oct","El Salvador","Central America",13.558889,-88.43,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.79833,-89.17889,"no","yes","Armed Assault","Military","Firearms",6,"Minor","no","no","yes","no","no"
1991,"Oct","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.938518,-88.901366,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.466667,-88.183333,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.466667,-88.183333,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.466667,-88.183333,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","Spain","Western Europe",40.416691,-3.700345,"no","no","Assassination","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.316667,-88.583333,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.466667,-88.183333,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Oct","El Salvador","Central America",13.466667,-88.183333,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",14.147318,-89.519693,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",14.147318,-89.519693,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",14.147318,-89.519693,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.502357,-88.923425,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.502357,-88.923425,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.502357,-88.923425,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.502357,-88.923425,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.808917,-89.228637,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","El Salvador","Central America",13.808917,-89.228637,"yes","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","Northern Ireland","Western Europe",54.808212,-6.518968,"no","yes","Bombing/Explosion","Military","Bombs",1,"Minor","no","no","yes","yes","no"
1991,"Nov","Nicaragua","Central America",13.198217,-86.085621,"no","yes","Armed Assault","Business","Firearms",2,"Minor","no","no","yes","no","no"
1991,"Nov","Nicaragua","Central America",12.136389,-86.251389,"no","yes","Facility/Infrastructure Attack","Government (General)","Incendiary",0,"Minor","no","no","no","no","no"
1991,"Nov","Nicaragua","Central America",12.136389,-86.251389,"no","yes","Armed Assault","Journalists & Media","Firearms",0,"Minor","no","no","no","no","no"
1991,"Nov","Nicaragua","Central America",12.43257,-86.881204,"no","yes","Facility/Infrastructure Attack","Journalists & Media","Firearms",0,"Minor","no","no","no","no","no"
1991,"Nov","Nicaragua","Central America",12.136389,-86.251389,"no","yes","Armed Assault","Journalists & Media","Firearms",0,"Minor","no","no","no","no","no"
1991,"Nov","Corsica","Western Europe",41.772597,8.771765,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1991,"Nov","France","Western Europe",43.387537,-1.675432,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1991,"Nov","Nicaragua","Central America",12.929811,-85.917027,"no","yes","Bombing/Explosion","Government (General)","Firearms",0,"Minor","yes","no","no","no","no"
1991,"Dic","Honduras","Central America",15.50167,-88.02774,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","yes","no","yes","yes"
1991,"Dic","Nicaragua","Central America",13.330532,-86.1624,"no","yes","Facility/Infrastructure Attack","Transportation","Incendiary",0,"Minor","no","no","no","no","no"
1991,"Dic","Nicaragua","Central America",12.0129,-85.24166,"no","yes","Facility/Infrastructure Attack","Transportation","Incendiary",0,"Minor","no","no","no","no","no"
1991,"Dic","United States","North America",45.340375,-123.187869,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1991,"Dic","El Salvador","Central America",13.772142,-88.07664,"no","yes","Armed Assault","Military","Firearms",0,"Minor","no","yes","no","no","no"
1991,"Dic","Corsica","Western Europe",42.476118,9.455497,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","no","no","yes","yes"
1991,"Dic","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jan","El Salvador","Central America",13.69288,-89.199161,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jan","Northern Ireland","Western Europe",54.645861,-6.745149,"no","yes","Bombing/Explosion","Business","Bombs",8,"Minor","no","no","yes","yes","no"
1992,"Jan","France","Western Europe",48.113475,-1.675708,"yes","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jan","France","Western Europe",48.113475,-1.675708,"yes","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jan","Netherlands","Western Europe",52.069858,4.291111,"no","yes","Bombing/Explosion","Journalists & Media","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Jan","Northern Ireland","Western Europe",55.011294,-7.316844,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Jan","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Feb","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1992,"Feb","Spain","Western Europe",41.592708,-0.931077,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Major","no","no","no","yes","yes"
1992,"Feb","Spain","Western Europe",42.876726,-2.701921,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Feb","Spain","Western Europe",43.46096,-3.807934,"no","yes","Bombing/Explosion","Police","Bombs",2,"Minor","no","yes","yes","yes","no"
1992,"Feb","United States","North America",42.7375,-84.483779,"no","yes","Facility/Infrastructure Attack","Educational Institution","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Mar","Martinique","Central America",14.609856,-61.068731,"no","yes","Armed Assault","Journalists & Media","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Mar","Spain","Western Europe",43.320812,-1.984447,"no","yes","Armed Assault","Transportation","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Mar","Moldova","Eastern Europe",46.852809,29.632671,"yes","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Mar","Moldova","Eastern Europe",46.852809,29.632671,"yes","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Mar","Greece","Western Europe",37.97918,23.716647,"yes","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Mar","Greece","Western Europe",37.97918,23.716647,"yes","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Mar","Spain","Western Europe",40.416691,-3.700345,"no","yes","Assassination","Military","Bombs",1,"Minor","no","yes","yes","yes","no"
1992,"Apr","United States","North America",40.71455,-74.007124,"no","yes","Hostage Taking (Barricade Incident)","Government (Diplomatic)","Melee",0,"Minor","yes","yes","no","no","no"
1992,"Apr","Myanmar","Southeast Asia",24.116667,97.3,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","no","no","no","no"
1992,"Apr","Myanmar","Southeast Asia",24.250808,97.349053,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","no","no","no","no"
1992,"Apr","Great Britain","Western Europe",51.500152,-0.126236,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",3,"Catastrophic","no","yes","yes","yes","no"
1992,"Apr","Germany","Western Europe",52.372068,9.735686,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Apr","Germany","Western Europe",48.139126,11.580186,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"May","Honduras","Central America",14.0833,-87.2167,"no","yes","Facility/Infrastructure Attack","Utilities","Firearms",0,"Minor","no","yes","no","no","no"
1992,"May","Corsica","Western Europe",41.591369,9.278311,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"May","Spain","Western Europe",43.256963,-2.923441,"no","yes","Facility/Infrastructure Attack","Government (General)","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Jun","Algeria","Middle East",36.262615,6.69435,"no","yes","Armed Assault","Government (General)","Incendiary",0,"Minor","no","no","no","no","no"
1992,"Jun","Spain","Western Europe",40.416691,-3.700345,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jun","Great Britain","Western Europe",51.500152,-0.126236,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jul","Spain","Western Europe",43.320812,-1.984447,"no","yes","Armed Assault","Journalists & Media","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Jul","Spain","Western Europe",43.256963,-2.923441,"no","yes","Armed Assault","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Jul","Spain","Western Europe",43.362532,-1.791497,"no","yes","Armed Assault","Journalists & Media","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Jul","Spain","Western Europe",40.032093,-3.603288,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jul","Greece","Western Europe",37.97918,23.716647,"no","no","Assassination","Government (General)","Bombs",1,"Minor","no","no","yes","yes","no"
1992,"Jul","France","Western Europe",42.902882,1.933481,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Jul","Corsica","Western Europe",41.366667,9.266843,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Jul","Algeria","Middle East",34.882776,-1.31667,"no","yes","Facility/Infrastructure Attack","Telecommunication","Incendiary",0,"Major","no","no","no","no","no"
1992,"Aug","Georgia","Russia",43.00732,40.989151,"no","yes","Armed Assault","NGO","Firearms",0,"Minor","no","yes","no","no","no"
1992,"Sep","Spain","Western Europe",40.964968,-5.663025,"no","yes","Assassination","Military","Bombs",1,"Minor","no","yes","yes","yes","no"
1992,"Sep","Bosnia-Herzegovina","Eastern Europe",43.85,18.383333,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",4,"Major","no","yes","yes","yes","no"
1992,"Oct","Japan","East Asia",35.607221,140.10627,"no","yes","Armed Assault","Airports & Aircraft","Incendiary",0,"Minor","no","no","no","no","no"
1992,"Oct","Japan","East Asia",35.685826,139.756684,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Oct","Northern Ireland","Western Europe",54.65548,-5.674815,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Oct","United States","North America",41.678056,-111.825149,"no","yes","Facility/Infrastructure Attack","Government (General)","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Oct","United States","North America",41.736185,-111.834849,"no","yes","Facility/Infrastructure Attack","Educational Institution","Incendiary",0,"Minor","no","yes","no","no","no"
1992,"Oct","Algeria","Middle East",36.7525,3.04197,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Nov","Germany","Western Europe",50.873793,8.023406,"no","no","Assassination","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Nov","Belgium","Western Europe",50.850335,4.351685,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1992,"Dic","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Dic","Great Britain","Western Europe",53.480713,-2.234377,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Major","no","yes","no","yes","yes"
1992,"Dic","United States","North America",41.88415,-87.632409,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
1992,"Dic","Corsica","Western Europe",41.734041,9.334552,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Northern Ireland","Western Europe",54.597269,-5.930109,"yes","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Major","no","no","no","no","no"
1994,"Jan","Mexico","North America",18.466667,-97.4,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Jan","Mexico","North America",19.041297,-98.2062,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Jan","Mexico","North America",19.432608,-99.133207,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Jan","United States","North America",42.025345,-93.620199,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Jan","United States","North America",32.715695,-117.161719,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1994,"Jan","United States","North America",32.715695,-117.161719,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","no","no","no","no"
1994,"Feb","Netherlands","Western Europe",52.069858,4.291111,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
1994,"Feb","United States","North America",41.53826,-90.576404,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Mar","United States","North America",44.512795,-88.010159,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Mar","Northern Ireland","Western Europe",54.42071,-6.443767,"no","yes","Assassination","Private Citizens & Property","Bombs",1,"Minor","no","no","yes","yes","no"
1994,"Mar","Northern Ireland","Western Europe",54.077313,-6.608787,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Mar","Germany","Western Europe",53.074981,8.807081,"no","yes","Armed Assault","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1994,"Mar","France","Western Europe",43.724934,-1.051409,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
1994,"Apr","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
1994,"Apr","Greece","Western Europe",37.97918,23.716647,"no","yes","Armed Assault","Government (Diplomatic)","Incendiary",0,"Minor","no","yes","no","no","no"
1994,"Apr","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1994,"Apr","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"May","France","Western Europe",43.696036,7.265592,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
1994,"May","Greece","Western Europe",37.97918,23.716647,"no","yes","Armed Assault","Private Citizens & Property","Incendiary",0,"Minor","no","no","no","no","no"
1994,"May","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"May","Spain","Western Europe",40.416691,-3.700345,"no","yes","Assassination","Military","Bombs",1,"Minor","no","yes","yes","yes","no"
1994,"Jun","Northern Ireland","Western Europe",54.42071,-6.443767,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
1994,"Jun","United States","North America",39.291087,-84.482954,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Aug","Germany","Western Europe",48.708461,9.003555,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","yes","no","no","no"
1994,"Sep","Germany","Western Europe",48.685666,9.015253,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1994,"Sep","United States","North America",38.984895,-94.671684,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Oct","United States","North America",39.96196,-83.002984,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Nov","United States","North America",41.58979,-93.615659,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Dic","United States","North America",41.371738,-81.810877,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1994,"Dic","United States","North America",38.716635,-90.436829,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Mar","Germany","Western Europe",51.512054,7.463573,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Mar","Germany","Western Europe",49.909233,8.135807,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Mar","Germany","Western Europe",49.801755,9.164684,"no","yes","Facility/Infrastructure Attack","Journalists & Media","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Mar","United States","North America",41.58979,-93.615659,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Apr","United States","North America",43.035066,-76.065477,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Apr","Northern Ireland","Western Europe",54.99451,-7.319996,"no","yes","Bombing/Explosion","Police","Bombs",1,"Minor","no","no","yes","yes","no"
1995,"May","United States","North America",38.25486,-85.766404,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Jun","United States","North America",40.759505,-111.888229,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Jun","United States","North America",40.66211,-111.888319,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Jun","United States","North America",33.577784,-79.988963,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","no","no","no","no"
1995,"Jun","United States","North America",33.60939,-80.209839,"no","yes","Facility/Infrastructure Attack","Religious Figures/Institutions","Incendiary",0,"Minor","no","no","no","no","no"
1995,"Jun","United States","North America",43.125946,-87.928409,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Aug","Germany","Western Europe",51.457935,7.014828,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Aug","United States","North America",38.755299,-90.406378,"no","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Aug","United States","North America",43.07295,-89.386694,"no","yes","Hostage Taking (Kidnapping)","Business","Firearms",0,"Minor","no","no","no","no","no"
1995,"Oct","Germany","Western Europe",49.45052,11.08048,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Nov","Germany","Western Europe",51.992713,8.793279,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
1995,"Nov","Germany","Western Europe",51.762481,7.88604,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
